"sku";"name";"short_description";"description";"category";"category_url";"manufacturer";"ean";"size";"color";"price";"special_price";"image_small";"image_big";"deeplink";"delivery_time";"shipping_costs_de";"shipping_costs_at";"shipping_costs_ch"
"163932006900H7";"LL-Ski Active 6 Dual Grip 900 WEISS/ROT 177";"  Farbe: weiss/rot  Gr&ouml;&szlig;en: 177, 182, 187, 192, 197, 202, 207  ";"LL-Ski Active 6 Dual Grip  Details:    Konstruktion: Sandwich  Kern: Airchannel  Belag: Standard Base  Sidecut: 52-49-51 mm  Erh&auml;ltlich auch mit Bindung (Tecno Pro SNS TC Profil Auto Men)  ";"Sets > Langlaufset (Ski,Schuh, Bdg. und Stock) / ski|Sets|Sets > Langlaufset (Ski und Bindung) / ski|Winter > Langlauf > Langlaufskier";"http://teamalpin.test.kirchbergerknorr.de/de_de/wintersport/langlauf/langlaufskier.html | http://teamalpin.test.kirchbergerknorr.de/de_de/sets/langlaufset-ski-schuh-bdg-und-stock-ski.html | http://teamalpin.test.kirchbergerknorr.de/de_de/sets/langlaufset-ski-und-bindung-ski.html";"TECNOPRO";"7611311699772";"177";"900 WEISS/ROT";"79.95";"79.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/163932_1.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/163932_1.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/tecnopro-ll-ski-active-6-dual-grip.html";"Lieferzeit 5-7 Tage";"0";"3.95";"20"
"163932006900I2";"LL-Ski Active 6 Dual Grip 900 WEISS/ROT 182";"  Farbe: weiss/rot  Gr&ouml;&szlig;en: 177, 182, 187, 192, 197, 202, 207  ";"LL-Ski Active 6 Dual Grip  Details:    Konstruktion: Sandwich  Kern: Airchannel  Belag: Standard Base  Sidecut: 52-49-51 mm  Erh&auml;ltlich auch mit Bindung (Tecno Pro SNS TC Profil Auto Men)  ";"Sets > Langlaufset (Ski,Schuh, Bdg. und Stock) / ski|Sets|Sets > Langlaufset (Ski und Bindung) / ski|Winter > Langlauf > Langlaufskier";"http://teamalpin.test.kirchbergerknorr.de/de_de/wintersport/langlauf/langlaufskier.html | http://teamalpin.test.kirchbergerknorr.de/de_de/sets/langlaufset-ski-schuh-bdg-und-stock-ski.html | http://teamalpin.test.kirchbergerknorr.de/de_de/sets/langlaufset-ski-und-bindung-ski.html";"TECNOPRO";"7611311699796";"182";"900 WEISS/ROT";"79.95";"79.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/163932_1.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/163932_1.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/tecnopro-ll-ski-active-6-dual-grip.html";"Lieferzeit 5-7 Tage";"0";"3.95";"20"
"163932006900I7";"LL-Ski Active 6 Dual Grip 900 WEISS/ROT 187";"  Farbe: weiss/rot  Gr&ouml;&szlig;en: 177, 182, 187, 192, 197, 202, 207  ";"LL-Ski Active 6 Dual Grip  Details:    Konstruktion: Sandwich  Kern: Airchannel  Belag: Standard Base  Sidecut: 52-49-51 mm  Erh&auml;ltlich auch mit Bindung (Tecno Pro SNS TC Profil Auto Men)  ";"Sets > Langlaufset (Ski,Schuh, Bdg. und Stock) / ski|Sets|Sets > Langlaufset (Ski und Bindung) / ski|Winter > Langlauf > Langlaufskier";"http://teamalpin.test.kirchbergerknorr.de/de_de/wintersport/langlauf/langlaufskier.html | http://teamalpin.test.kirchbergerknorr.de/de_de/sets/langlaufset-ski-schuh-bdg-und-stock-ski.html | http://teamalpin.test.kirchbergerknorr.de/de_de/sets/langlaufset-ski-und-bindung-ski.html";"TECNOPRO";"7611311699819";"187";"900 WEISS/ROT";"79.95";"79.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/163932_1.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/163932_1.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/tecnopro-ll-ski-active-6-dual-grip.html";"Lieferzeit 5-7 Tage";"0";"3.95";"20"
"163932006900J2";"LL-Ski Active 6 Dual Grip 900 WEISS/ROT 192";"  Farbe: weiss/rot  Gr&ouml;&szlig;en: 177, 182, 187, 192, 197, 202, 207  ";"LL-Ski Active 6 Dual Grip  Details:    Konstruktion: Sandwich  Kern: Airchannel  Belag: Standard Base  Sidecut: 52-49-51 mm  Erh&auml;ltlich auch mit Bindung (Tecno Pro SNS TC Profil Auto Men)  ";"Sets > Langlaufset (Ski,Schuh, Bdg. und Stock) / ski|Sets|Sets > Langlaufset (Ski und Bindung) / ski|Winter > Langlauf > Langlaufskier";"http://teamalpin.test.kirchbergerknorr.de/de_de/wintersport/langlauf/langlaufskier.html | http://teamalpin.test.kirchbergerknorr.de/de_de/sets/langlaufset-ski-schuh-bdg-und-stock-ski.html | http://teamalpin.test.kirchbergerknorr.de/de_de/sets/langlaufset-ski-und-bindung-ski.html";"TECNOPRO";"7611311703967";"192";"900 WEISS/ROT";"79.95";"79.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/163932_1.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/163932_1.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/tecnopro-ll-ski-active-6-dual-grip.html";"Lieferzeit 5-7 Tage";"0";"3.95";"20"
"163932006900J7";"LL-Ski Active 6 Dual Grip 900 WEISS/ROT 197";"  Farbe: weiss/rot  Gr&ouml;&szlig;en: 177, 182, 187, 192, 197, 202, 207  ";"LL-Ski Active 6 Dual Grip  Details:    Konstruktion: Sandwich  Kern: Airchannel  Belag: Standard Base  Sidecut: 52-49-51 mm  Erh&auml;ltlich auch mit Bindung (Tecno Pro SNS TC Profil Auto Men)  ";"Sets > Langlaufset (Ski,Schuh, Bdg. und Stock) / ski|Sets|Sets > Langlaufset (Ski und Bindung) / ski|Winter > Langlauf > Langlaufskier";"http://teamalpin.test.kirchbergerknorr.de/de_de/wintersport/langlauf/langlaufskier.html | http://teamalpin.test.kirchbergerknorr.de/de_de/sets/langlaufset-ski-schuh-bdg-und-stock-ski.html | http://teamalpin.test.kirchbergerknorr.de/de_de/sets/langlaufset-ski-und-bindung-ski.html";"TECNOPRO";"7611311703974";"197";"900 WEISS/ROT";"79.95";"79.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/163932_1.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/163932_1.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/tecnopro-ll-ski-active-6-dual-grip.html";"Verfügbar - Lieferzeit 1-3 Tage";"0";"3.95";"20"
"163932006900K2";"LL-Ski Active 6 Dual Grip 900 WEISS/ROT 202";"  Farbe: weiss/rot  Gr&ouml;&szlig;en: 177, 182, 187, 192, 197, 202, 207  ";"LL-Ski Active 6 Dual Grip  Details:    Konstruktion: Sandwich  Kern: Airchannel  Belag: Standard Base  Sidecut: 52-49-51 mm  Erh&auml;ltlich auch mit Bindung (Tecno Pro SNS TC Profil Auto Men)  ";"Sets > Langlaufset (Ski,Schuh, Bdg. und Stock) / ski|Sets|Sets > Langlaufset (Ski und Bindung) / ski|Winter > Langlauf > Langlaufskier";"http://teamalpin.test.kirchbergerknorr.de/de_de/wintersport/langlauf/langlaufskier.html | http://teamalpin.test.kirchbergerknorr.de/de_de/sets/langlaufset-ski-schuh-bdg-und-stock-ski.html | http://teamalpin.test.kirchbergerknorr.de/de_de/sets/langlaufset-ski-und-bindung-ski.html";"TECNOPRO";"7611311703981";"202";"900 WEISS/ROT";"79.95";"79.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/163932_1.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/163932_1.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/tecnopro-ll-ski-active-6-dual-grip.html";"Lieferzeit 5-7 Tage";"0";"3.95";"20"
"163932006900K7";"LL-Ski Active 6 Dual Grip 900 WEISS/ROT 207";"  Farbe: weiss/rot  Gr&ouml;&szlig;en: 177, 182, 187, 192, 197, 202, 207  ";"LL-Ski Active 6 Dual Grip  Details:    Konstruktion: Sandwich  Kern: Airchannel  Belag: Standard Base  Sidecut: 52-49-51 mm  Erh&auml;ltlich auch mit Bindung (Tecno Pro SNS TC Profil Auto Men)  ";"Sets > Langlaufset (Ski,Schuh, Bdg. und Stock) / ski|Sets|Sets > Langlaufset (Ski und Bindung) / ski|Winter > Langlauf > Langlaufskier";"http://teamalpin.test.kirchbergerknorr.de/de_de/wintersport/langlauf/langlaufskier.html | http://teamalpin.test.kirchbergerknorr.de/de_de/sets/langlaufset-ski-schuh-bdg-und-stock-ski.html | http://teamalpin.test.kirchbergerknorr.de/de_de/sets/langlaufset-ski-und-bindung-ski.html";"TECNOPRO";"7611311703998";"207";"900 WEISS/ROT";"79.95";"79.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/163932_1.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/163932_1.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/tecnopro-ll-ski-active-6-dual-grip.html";"Lieferzeit 5-7 Tage";"0";"3.95";"20"
"1647425300250";"FALKE TK2 3180 asphalt mel. 44-45";"  mitteldick gepolsterte Trekking-Socken  hoher Merinowoll-Anteil gew&auml;hrleistet einen angenehmen Tragekomfort  ";"Der Weg ist das Ziel. Ein Trekkingschuh muss extrem viel aushalten, ein Strumpf darin noch viel mehr! Durch eine optimale Druckverteilung und Reduzierung der Druckspitzen d&auml;mpft und entlastet der TK 2 Sie optimal beim Trekking. Zudem sorgen die raumausgleichenden, gelenkschonenden Polster f&uuml;r ein dauerhaftes Wohlgef&uuml;hl und ein schmerzfreies Gehen.  Details:    geeignet f&uuml;r&nbsp;f&uuml;r entspannte Wanderungen auf Wegen durch Wald, Wiese und Mittelgebirge  ";"Männer > Sportarten > Funktionswäsche|Männer > Sportarten > Bergsteigen/Trekking|Männer > Sportarten > Bergsteigen/Trekking > Accessoires|Schuhe > Accessoires > Socken & Gamaschen";"http://teamalpin.test.kirchbergerknorr.de/de_de/manner/sportarten/funktionswasche.html | http://teamalpin.test.kirchbergerknorr.de/de_de/schuhe/accessoires/socken-gamaschen.html | http://teamalpin.test.kirchbergerknorr.de/de_de/manner/sportarten/bergsteigen-trekking/accessoires.html";"FALKE";"4004757043286";"44-45";"3180 asphalt mel.";"19.95";"19.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/16474_3010.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/16474_3010.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/tk2.html";"Verfügbar - Lieferzeit 1-3 Tage";"2.95";"3.95";"20"
"16501600600101";"Skibrille Flare Advanced 001 WEIÃ 1";"  Farbe: schwarz, weiss  ";"Skibrille Flare Advanced  Details:    Doppelscheibe, sph&auml;risch&nbsp;  Antifogausr&uuml;stung  ";"Ausrüstung > Brillen > Skibrillen|Ausrüstung > Brillen";"http://teamalpin.test.kirchbergerknorr.de/de_de/ausruestung/brillen/skibrillen.html";"TECNOPRO";"7611312049613";"1";"001 weiß";"29.95";"29.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/165016.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/165016.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/tecnopro-skibrille-flare-advanced.html";"Lieferzeit 5-7 Tage";"2.95";"3.95";"20"
"16501600605001";"Skibrille Flare Advanced 050 SCHWARZ 1";"  Farbe: schwarz, weiss  ";"Skibrille Flare Advanced  Details:    Doppelscheibe, sph&auml;risch&nbsp;  Antifogausr&uuml;stung  ";"Ausrüstung > Brillen > Skibrillen|Ausrüstung > Brillen";"http://teamalpin.test.kirchbergerknorr.de/de_de/ausruestung/brillen/skibrillen.html";"TECNOPRO";"7611312049583";"1";"050 SCHWARZ.";"29.95";"29.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/165016.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/165016.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/tecnopro-skibrille-flare-advanced.html";"Lieferzeit 5-7 Tage";"2.95";"3.95";"20"
"1664425300336";"FALKE RU4 Women 3010 black-mix 37-38";"  Farbe: black-mix, white-mix  ";"Leichtgepolsterte Runningsocke f&uuml;r D&auml;mpfungsschuhe.&nbsp;Der Klassiker unter den Laufsocken: RU 4. Running Socks mit Vorsprung.&nbsp;  Details:    sorgt f&uuml;r perfekte und optimale Druckverteilung  Speziell f&uuml;r ambitionierte und wettkampforientierte L&auml;ufer entwickelt  Material:&nbsp;44% Baumwolle 42% Polypropylen 14% Polyamid  ";"Frauen > Funktionswäsche";"http://teamalpin.test.kirchbergerknorr.de/de_de/frauen/funktionswasche.html | http://teamalpin.test.kirchbergerknorr.de/de_de/frauen/sportarten/runningbekleidung/accessoires.html";"FALKE";"4004757574216";"37-38";"3010 black-mix";"14.95";"14.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/16644_3010.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/16644_3010.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/falke-ru4-women-laufsocken.html";"Verfügbar - Lieferzeit 1-3 Tage";"2.95";"3.95";"20"
"1664425300340";"FALKE RU4 Women 3010 black-mix 39-40";"  Farbe: black-mix, white-mix  ";"Leichtgepolsterte Runningsocke f&uuml;r D&auml;mpfungsschuhe.&nbsp;Der Klassiker unter den Laufsocken: RU 4. Running Socks mit Vorsprung.&nbsp;  Details:    sorgt f&uuml;r perfekte und optimale Druckverteilung  Speziell f&uuml;r ambitionierte und wettkampforientierte L&auml;ufer entwickelt  Material:&nbsp;44% Baumwolle 42% Polypropylen 14% Polyamid  ";"Frauen > Funktionswäsche";"http://teamalpin.test.kirchbergerknorr.de/de_de/frauen/funktionswasche.html | http://teamalpin.test.kirchbergerknorr.de/de_de/frauen/sportarten/runningbekleidung/accessoires.html";"FALKE";"4004757574223";"39-40";"3010 black-mix";"14.95";"14.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/16644_3010.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/16644_3010.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/falke-ru4-women-laufsocken.html";"Verfügbar - Lieferzeit 1-3 Tage";"2.95";"3.95";"20"
"1664625300340";"FALKE RU4 3010 black-mix 39-41";"  Farbe: black-mix  ";"Leichte Runningsocke f&uuml;r Wettkampf.&nbsp;Der Klassiker unter den Laufsocken: RU 4. Running Socks mit Vorsprung.&nbsp;  Details:    sorgt f&uuml;r perfekte und optimale Druckverteilung  Speziell f&uuml;r ambitionierte und wettkampforientierte L&auml;ufer entwickelt  Material:&nbsp;44% Baumwolle 42% Polypropylen 14% Polyamid  ";"Männer > Sportarten > Funktionswäsche";"http://teamalpin.test.kirchbergerknorr.de/de_de/manner/sportarten/funktionswasche.html | http://teamalpin.test.kirchbergerknorr.de/de_de/manner/sportarten/runningbekleidung/accessoires.html";"FALKE";"4004757225644";"39-41";"3010 black-mix";"14.95";"14.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/16646_3010.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/16646_3010.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/falke-ru4-sportsocken-manner-socken.html";"Verfügbar - Lieferzeit 1-3 Tage";"2.95";"3.95";"20"
"1664625300346";"FALKE RU4 3010 black-mix 42-43";"  Farbe: black-mix  ";"Leichte Runningsocke f&uuml;r Wettkampf.&nbsp;Der Klassiker unter den Laufsocken: RU 4. Running Socks mit Vorsprung.&nbsp;  Details:    sorgt f&uuml;r perfekte und optimale Druckverteilung  Speziell f&uuml;r ambitionierte und wettkampforientierte L&auml;ufer entwickelt  Material:&nbsp;44% Baumwolle 42% Polypropylen 14% Polyamid  ";"Männer > Sportarten > Funktionswäsche";"http://teamalpin.test.kirchbergerknorr.de/de_de/manner/sportarten/funktionswasche.html | http://teamalpin.test.kirchbergerknorr.de/de_de/manner/sportarten/runningbekleidung/accessoires.html";"FALKE";"4004757225651";"42-43";"3010 black-mix";"14.95";"14.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/16646_3010.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/16646_3010.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/falke-ru4-sportsocken-manner-socken.html";"Verfügbar - Lieferzeit 1-3 Tage";"2.95";"3.95";"20"
"1667025300140";"FALKE RU4 Short 2020 white-mix 39-41";"  Farbe: black-mix, white-mix  ";"Leicht gepolsterte Runningsocke f&uuml;r D&auml;mpfung und Stabilit&auml;t.  Details:    bestens geeignet f&uuml;r&nbsp;aktive L&auml;ufer und L&auml;ufer mit hohem Anspruch an D&auml;mpfung und dynamischer Stabilit&auml;t  geringer Energieverlust  optimale Druckverteilung  Material:&nbsp;47% Polypropylen 39% Baumwolle 14% Polyamid  ";"Männer > Sportarten > Funktionswäsche";"http://teamalpin.test.kirchbergerknorr.de/de_de/manner/sportarten/funktionswasche.html | http://teamalpin.test.kirchbergerknorr.de/de_de/manner/sportarten/runningbekleidung/accessoires.html";"FALKE";"4004757120987";"39-41";"2020 white-mix";"14.95";"14.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/16670_3010.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/16670_3010.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/falke-ru4-short-sportsocken-manner-socken.html";"Verfügbar - Lieferzeit 1-3 Tage";"2.95";"3.95";"20"
"1667025300146";"FALKE RU4 Short 2020 white-mix 42-43";"  Farbe: black-mix, white-mix  ";"Leicht gepolsterte Runningsocke f&uuml;r D&auml;mpfung und Stabilit&auml;t.  Details:    bestens geeignet f&uuml;r&nbsp;aktive L&auml;ufer und L&auml;ufer mit hohem Anspruch an D&auml;mpfung und dynamischer Stabilit&auml;t  geringer Energieverlust  optimale Druckverteilung  Material:&nbsp;47% Polypropylen 39% Baumwolle 14% Polyamid  ";"Männer > Sportarten > Funktionswäsche";"http://teamalpin.test.kirchbergerknorr.de/de_de/manner/sportarten/funktionswasche.html | http://teamalpin.test.kirchbergerknorr.de/de_de/manner/sportarten/runningbekleidung/accessoires.html";"FALKE";"4004757120994";"42-43";"2020 white-mix";"14.95";"14.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/16670_3010.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/16670_3010.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/falke-ru4-short-sportsocken-manner-socken.html";"Verfügbar - Lieferzeit 1-3 Tage";"2.95";"3.95";"20"
"1667225300236";"FALKE RU4 Sh Wo 2020 white-mix 37-38";"  Farbe: white-mix  ";"Leicht gepolsterte Runningsocke f&uuml;r D&auml;mpfung und Stabilit&auml;t.  Details:    speziell an die schlanke, weibliche Fu&szlig;form angepasster Socken  bestens geeignet f&uuml;r&nbsp;aktive L&auml;uferinnen und L&auml;uferinnen mit hohem Anspruch an D&auml;mpfung und dynamischer Stabilit&auml;t  geringer Energieverlust  optimale Druckverteilung  Material:&nbsp;47% Polypropylen 39% Baumwolle 14% Polyamid  ";"Frauen > Funktionswäsche";"http://teamalpin.test.kirchbergerknorr.de/de_de/frauen/funktionswasche.html | http://teamalpin.test.kirchbergerknorr.de/de_de/frauen/sportarten/runningbekleidung/accessoires.html";"FALKE";"4004757512232";"37-38";"2020 white-mix";"14.95";"14.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/16672_2020.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/16672_2020.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/d-socke-ru4-short-women.html";"Verfügbar - Lieferzeit 1-3 Tage";"2.95";"3.95";"20"
"1667225300240";"FALKE RU4 Sh Wo 2020 white-mix 39-40";"  Farbe: white-mix  ";"Leicht gepolsterte Runningsocke f&uuml;r D&auml;mpfung und Stabilit&auml;t.  Details:    speziell an die schlanke, weibliche Fu&szlig;form angepasster Socken  bestens geeignet f&uuml;r&nbsp;aktive L&auml;uferinnen und L&auml;uferinnen mit hohem Anspruch an D&auml;mpfung und dynamischer Stabilit&auml;t  geringer Energieverlust  optimale Druckverteilung  Material:&nbsp;47% Polypropylen 39% Baumwolle 14% Polyamid  ";"Frauen > Funktionswäsche";"http://teamalpin.test.kirchbergerknorr.de/de_de/frauen/funktionswasche.html | http://teamalpin.test.kirchbergerknorr.de/de_de/frauen/sportarten/runningbekleidung/accessoires.html";"FALKE";"4004757512249";"39-40";"2020 white-mix";"14.95";"14.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/16672_2020.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/16672_2020.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/d-socke-ru4-short-women.html";"Verfügbar - Lieferzeit 1-3 Tage";"2.95";"3.95";"20"
"167229166301";"EXPRESS SET FLY STRAIGT/BENT 0663 SILVER/BLUE -";"  Gewicht (g): 79g  10 Pack zum Hammerpreis  ";"Ultraleichtes Express-Set f&uuml;r On-sight und schnelle Rotpunkt BegehungenMit der neuen SALEWA Dyneema Express-Schlinge ist  das Fly-Express-Set die Waffe f&uuml;r harte On-Sight- und schnelle  Rotpunkt-Begehungen  Details:    Die Dyneema Schlinge hat eine eingen&auml;hte  Gummischlinge um ein Verrutschen des Karabiners in ung&uuml;nstigen Momenten  zu verhindern  Band: 100x10cm  Bruchlast: 22kN  Karabiner: straight/bent  Zertifizierung: EN566  ";"Bergsport > Klettern > Express Sets|Sale > Kletter-Hardware";"http://teamalpin.test.kirchbergerknorr.de/de_de/bergsport/klettern/express-sets.html | http://teamalpin.test.kirchbergerknorr.de/de_de/sale/kletter-hardware.html";"SALEWA";"4046402050959";"";"";"19.95";"9.9499";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/s/a/salewa_fly_straightbent.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/s/a/salewa_fly_straightbent.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/salewa-express-set-fly-straight-bent.html";"Verfügbar - Lieferzeit 1-3 Tage";"2.95";"3.95";"20"
"16731300405426";"H-Abzipphose Coddy 054 DUNKELGRÃN 56";"  Gr&ouml;&szlig;en: 46-58   Farbe: grau, dunkelgr&uuml;n  ";"Dry Plus-Fasersystem f&uuml;r guten Tragekomfort und optimalen  Feuchtigkeitstransport. Kann durch abzippbare Hosenbeine ganz schnell  zur Bermuda umfunktioniert werden.  Details:&nbsp;    UV-Schutz 50+   schnelltrocknend   integrierter G&uuml;rtel   Taschen mit Netzfutter zur Ventilation   Material: 100% Nylon   ";"Männer > Hosen > Lange Hosen|Männer > Sportarten > Bergsteigen/Trekking > Hosen|Männer > Sportarten > Bergsteigen/Trekking";"http://teamalpin.test.kirchbergerknorr.de/de_de/manner/hosen/lange-hosen.html | http://teamalpin.test.kirchbergerknorr.de/de_de/manner/sportarten/bergsteigen-trekking/hosen.html";"McKINLEY";"7611312672996";"56";"054 DUNKELGRÜN";"49.95";"49.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/6/167313004-1.jpg.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/6/167313004-1.jpg.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/h-abzipphose-coddy.html";"Verfügbar - Lieferzeit 1-3 Tage";"0";"3.95";"20"
"17079200490430";"Trek-Schuh Mirella Peak AQ 2 J 904 NAVY/ROT 34";"  Farbe: navy-rot  Gr&ouml;&szlig;e: 28-39  ";"Trekking-Schuh mit Aquamax Membrane (wasserdicht, atmungsaktiv )  Details:    Obermaterial Wildleder   herausnehmbare Einlegesohle   rutschfeste Gummiaussensohle  ";"Kinder > Schuhe|Schuhe > mehr... > Kinderschuhe";"http://teamalpin.test.kirchbergerknorr.de/de_de/kinder/schuhe.html | http://teamalpin.test.kirchbergerknorr.de/de_de/schuhe/mehr/kinderschuhe.html";"McKINLEY";"7611312186349";"34";"904 NAVY/ROT";"49.95";"49.95";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/small_image/150x/9df78eab33525d08d6e5fb8d27136e95/1/7/170792004.jpg.jpg";"http://teamalpin.test.kirchbergerknorr.de/media/catalog/product/cache/0/image/300x/9df78eab33525d08d6e5fb8d27136e95/1/7/170792004.jpg.jpg";"http://teamalpin.test.kirchbergerknorr.de/de_de/mckinley-trek-schuh-mirella-peak-aqx-2-jr.html";"Verfügbar - Lieferzeit 1-3 Tage";"0";"3.95";"20"
